,Name,Price,Rating,Number of Reviews,URL,Description,ASIN,Manufacturer
50,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",₹356,4.1 out of 5 stars,"7,630",https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1675351527&sprefix=ba%2Caps%2C283&sr=8-13," Made of multi-coated 600D polyester Material ; Water Repellent  
 Dimension: 26cm x 38cm x 14cm (LxWxH); Weight : 200 grams; Capacity: 12liters  
 Small Size backpack; Laptop Compatibility: No  
 This backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more  
 With contra zippers and adjustable straps this light weight backpack is the ideal companion while at the airport or hitting the gym or exploring new city or using it as a carrier for books  
 6 months limited warranty  
", B088XB5XY8 ,"‎Korrun India Pvt. Ltd, Plot No.25, P2(4&X), 1st Phase, Bidadi Industrial area, Bangalore-562109, Karnataka"
51,Skybags Polypropylene 46 Cms Travel Bag(DFACN1BLU_Blue),₹564,4.0 out of 5 stars,23,https://www.amazon.in/Skybags-Polypropylene-Cms-Travel-DFACN1BLU_Blue/dp/B0B6CH21F9/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1675351527&sprefix=ba%2Caps%2C283&sr=8-14," Spacious Main compartment  
 Soft Grip handles  
 Comfertable Shoulder Strap  
 Easy access front pocket  
 Stylish Design  
",B0B6CH21F9,"VIP Industries Ltd. DGP House, 5th Floor, 88C Old Prabhadevi Road, Mumbai 400025"
52,"TRUE HUMAN® Emperor Anti-Theft backpack With USB charging Port and anti -theft back pocket Laptop bag ,office bag ,college bags,travel bag ( legend )",₹699,3.7 out of 5 stars,"1,702",https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1675351527&sprefix=ba%2Caps%2C283&sr=8-15," Superior & Durability: Made of durable and Eco-friendly water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different laptop brands.  
",B09QJ7ZF2Y,Not Available
53,Martucci 15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack(Black),₹565,4.0 out of 5 stars,"6,987",https://www.amazon.in/Martucci-Casual-Travelling-Laptop-Backpack/dp/B088B4P6ZW/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1675351527&sprefix=ba%2Caps%2C283&sr=8-16," Durability & Design: 30L Laptop Backpack 2 Large Compartments, 1 Easy access front Pocket with 2 Mesh Side Bottle Pocket. Fabric: Light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all boys, girls, men and women.   
 FEATURES: Laptop Compartment (can carry laptops of size 15.6 & 17 inches), Reflective Strip makes it very useful for Bike Riders at Night.   
 Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.   
 FABRIC : Polyester, Closure Type: Zipper, Gender: Unisex Size: 18 inch X 13 inch X 7.5 inch.   
 Compartment Description: Up To 17 Inches; Pattern Name: Self Design; Warranty Description: Warranty Type: Manufacturer; Age Range Description: Kid; Pocket Description: Utility Pocket; Special Features: Back Padding   
",B088B4P6ZW,Martucci
54,DEIN KLEIDER Men's Nylon Messenger Bag,₹349,4.0 out of 5 stars,"4,396",https://www.amazon.in/Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1675351527&sprefix=ba%2Caps%2C283&sr=8-17," ERGONOMIC DESIGN: This ergonomic bag features zippered security pockets in the front, back and main compartment. The front pockets can be used to hold personal items like identification cards, keys and more while the extra pocket located in the back can be used for the storage of sleek items like mobile devices. The main storage pocket also has enough room to hold your gadgets, small water bottle cables, chargers etc. This bag can fit tablets and devices with screen sizes of up to 10.5.  
 WATER, DIRT & SLASH RESISTANT: This cross body bag by Dein Kleider is ideal for people who are adventurous and always on the go. Its padded storage is resistant to water, dirt and even a slash by sharp objects, so you dont have to worry about anything. This bag is durable and heavy duty, ensuring that your gadgets and valuables are safely stored.  
 CRAFTED IN INDIA: Dein Kleider cross body sling is crafted with perfection by professional Indian artisans in an elegant style that makes your presence truly class apart. Its an ideal companion for a comfortable all day carry to school/college, malls, morning walk, office and meetings. It can also be easily used as travel accessory for a train or bus journey.  
 Outer Material Type: Nylon  
",B084ZHP97M,Not Available
55,ADISA Light Weight Laptop Backpack 32 Ltrs,₹499,4.0 out of 5 stars,"5,547",https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1675351527&sprefix=ba%2Caps%2C283&sr=8-18," Adjustable Shoulder Handles / Two Bottle holders / Padded Handle / Reflector Logo  
 Dimensions : LxWxH- 31 x 18 x 47 cms  
 Laptop : 15.6 inches and below (Bigger than 15.6 not recommended)  
 No. of Compartments : 3 with full padding  
 NOT INCLUDED : NO RAIN COVER, Laptop, Headphones & Cable (Images only for display)  
",B07F3X45WZ,ADISA
56,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,₹849,3.9 out of 5 stars,"2,126",https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1675351527&sprefix=ba%2Caps%2C283&sr=8-19," SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort   
 COMFORT WITH QUALITY: This Backpack has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. It also comes with a Rain cover so that you can travel during rainy season without any problem. This backpack be used by everyone be it men? , women? , boys , girls.   
 SMART & TRENDY LOOKS: This Large rucksack bag is smart, trendy and stylish in looks. The multipurpose rucksack bacpack looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack.   
 ENDURING & LONG LASTING: This trekking backpack bag is made up of highly durable material, which makes it suitable for all weather conditions including heavy rains and extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself.;Style Name: Casual; Pocket Description: Utility Pocket; Compartment Description: Up To 17 Inches; Age Range Description: Adult;Pattern Name: Solid   
 OTHER FEATURES: Rain Cover, 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc   
",B09VCLZ3K4,Amazing Bags
57,"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black",₹998,3.9 out of 5 stars,(684),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NjMyMTkwNDIwNDU0MzM4OjE2NzUzNTE1OTE6c3BfYXRmOjIwMTA0MTQwMjYzNjk4OjowOjo&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675351591%26sprefix%3Dba%252Caps%252C283%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1%26smid%3DA385M0TPSNV7VS," Laptop Compatibility: Yes, Laptop size: 15.6 inches  
 Outer Material: Polyester, Color: Black  
 Water Resistance: Water resistant  
 Dimensions: 33 cms x 17.5 cms x 47 cms (LxWxH)  
 Warranty type: Manufacturer; 12 months warranty against manufacturing defects  
",B01LXNNFDF,Backpack International Pvt Ltd
58,"Amazon Basics - Laptop Backpack/Casual Backpack/College Bag for 15.6-inch Laptop, Water-Resistant, Lightweight, Sleek and Modern Design","₹1,209",1.0 out of 5 stars,(1),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NjMyMTkwNDIwNDU0MzM4OjE2NzUzNTE1OTE6c3BfYXRmOjIwMTE1NDYwNjg3MDk4OjowOjo&url=%2FAmazon-Basics-Modern-Lightweight-Backpack%2Fdp%2FB09W4ZPP3D%2Fref%3Dsr_1_2_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675351591%26sprefix%3Dba%252Caps%252C283%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1," Laptop backpack made from water-resistant, strong and durable polyester  
 Slim, contoured, lightweight design with quick-access compartments that ensures protection and comfort  
 Contains two large compartments, two easy-access front pockets, two side pockets, and two water-bottle pockets  
 Well-cushioned polyester pocket that stores up to 15.6-inch laptop  
 Cushioned shoulder strap for added comfort and well-padded back to provide support  
 Dimensions: 43 x 30 x 16 cm (L x W x H)  
 Weight: 0.76 gms  
", B09W4ZPP3D ,"‎Flab internatioanl private limited, FLAB INTERNATIONAL PRIVATE LIMITED PLOT NO. 357 E, PACE CITY-2, SEC-37, GURGAON - 122001 (HARYANA) INDIA 91- 9873326777"
59,American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK),"₹1,299",4.1 out of 5 stars,"(51,369)",https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1675351591&sprefix=ba%2Caps%2C283&sr=8-3," Laptop Compatibility: No, Strap Type: Adjustable, Trolley Support: No. With Rain Cover : No  
 Outer Material: Polyester, Color: Black  
 Water Resistance: Water resistant , not Waterproof  
 Capacity: 32 liters; Dimensions: 31.5 x 22 x 49.5 Centimeters  
 Number of Wheels: 0, Number of compartments: 3  
 Warranty type: Manufacturer; 1 year International warranty valid for 1 year from the original date of  
 Mesh pockets on both sides to accommodate your sipper or bottle and umbrella  
 Mesh Padding on back & shoulder strap to provide comfort & better back support  
", B07CJCGM1M ,‎Samsonite
60,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),₹565,4.3 out of 5 stars,"(9,226)",https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1675351591&sprefix=ba%2Caps%2C283&sr=8-4," 30L Capacity: The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass.  
 Multi-Level Organizer: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics.  
 Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.  
 Made In India: Wesley Business Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks  
 1 Year Warranty: The Wesley Business casual backpack comes with 1 year of warranty  
 Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.  
", B084JGJ8PF ,"‎Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039"
61,Skybags Brat Black 46 Cms Casual Backpack,₹669,4.1 out of 5 stars,"(3,368)",https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1675351591&sprefix=ba%2Caps%2C283&sr=8-5," Combination of functional & safety features in stylish design, Soft mesh back with 8 mm foam padded 2 Main Compartment, 1 Slip In Pocket inside the bag, Printed Design, Mesh bottle holder on the side,  
",B08Z1HHHTD,VIP Industries Ltd
62,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),₹499,3.9 out of 5 stars,(462),https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1675351591&sprefix=ba%2Caps%2C283&sr=8-6," Material: Water Resistant Light-Weight Polyester  
 Compartments: 2 with padding; Laptop Size: 15.6 inch and below  
 Dimensions: LxWxH - 12.5 x 7.5 x 19 inches  
 Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders  
 Closure Type: Zipper  
",B09TPX22NF,ADISA
63,"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather",₹999,3.9 out of 5 stars,(710),https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1675351591&sprefix=ba%2Caps%2C283&sr=8-7," Innovative Design: AirCase Laptop Backpack is made of Premium Vegan Leather for your 15.6 Inch Laptop. This Laptop Backpack has 2 Front Pocket and 2 Main Compartment for Laptop, Tablet and other Main compartment for wallets dairy, clothes, etc. There is two way Cortical Tail Zipper with leather pull tail, Fashionable and Novel, keeping up with the current trend.  
 Large Storage: There is 2 Main Compartment One for 15.6 inch Laptop, Tablet with a secure Velcro closure and other for main compartment for your other belonging like Cloth, Wallet, Book, Diary, etc. There is also 2 front zipper pocket for Mobile, Charger, Power Adapter, Cable, Power Bank, Keys etc.convenient to carry at school college office travelling for students boys girls  
 Light weight & Durable: It is made of Premium Vegan Leather for 15.6 inch laptop. Ruggedized water-resistant base helps to protect from the elements. Water Resistant Base which protect your belonging from getting wet. waterproof latest smart stylish spacious rucksack luggage tourist travel bagpack.  
 Shoulder Straps: Breathable Mesh Padding at back which is design for back relief and shoulder straps for extra comfort with adjustable side straps for a better fit.  
 Specifications:- Work with -15.6"" Laptops and Under, CAPACITY- 22L, DIMENSIONS – 46-cm X 29-cm X 19-cm, WEIGHT - 0.58 kg, WARRANTY – 1 Year under Manufacturing Defect Only.  
",B07QN4KXWG,AirCase
64,"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",₹699,3.9 out of 5 stars,"(2,184)",https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B29F66W/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1675351591&sprefix=ba%2Caps%2C283&sr=8-8," HIGH QUALITY FABRIC: Our lightweight yet durable bags are made of 100% polyester and water resistant fabric. This casual backpack can be by boys and girls for school, college, coaching, tution, or everyday outings.  
 FRONT POCKET: Our trendy unisex bag pack has a front storage pocket that keeps small items neatly organized and easy to access  
 MESH POCKET: Our fancy and stylish backpacks have mesh pockets on both sides to accommodate your water bottle and umbrella  
 COMFORT: Our 26 liter bag has mesh padding on back to help carry heavy items. It also provides superior comfort with padded adjustable shoulder straps  
 WARRANTY: All of our bags come with 1-year International Warranty against manufacturing defects  
",B09B29F66W,Safari Industries
65,"Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack 25 L (Dimensions: 12.5x18 inches) (Compatible with 15.6 inch laptops), Navy Blue",₹498,4.3 out of 5 stars,"(12,104)",https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1675351591&sprefix=ba%2Caps%2C283&sr=8-9," Pattern Type : Pure Color || Closure Type : Zipper || Gender : Unisex  
 Material : Snow Yarn Polyester Fabric || Handle/Strap Type : Soft Handle/Adjustable Shoulder Straps  
 Dimensions : 12.5 * 18 Inch || Capacity : 25 Litre || Fit for 15.6 Inch Laptops/Notebooks  
 Two Side Water Bottle Pockets || One Main Compartment And A Front Pocket  
 Eco-friendly, Durable, Lightweight, Flexible And Water-Resistant Material Helps To Keep The Interior Dry  
", B07K8KLB3P ,"‎Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039"
66,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",₹356,4.1 out of 5 stars,"(7,630)",https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1675351591&sprefix=ba%2Caps%2C283&sr=8-10," Made of multi-coated 600D polyester Material ; Water Repellent  
 Dimension: 26cm x 38cm x 14cm (LxWxH); Weight : 200 grams; Capacity: 12liters  
 Small Size backpack; Laptop Compatibility: No  
 This backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more  
 With contra zippers and adjustable straps this light weight backpack is the ideal companion while at the airport or hitting the gym or exploring new city or using it as a carrier for books  
 6 months limited warranty  
", B088XB5XY8 ,"‎Korrun India Pvt. Ltd, Plot No.25, P2(4&X), 1st Phase, Bidadi Industrial area, Bangalore-562109, Karnataka"
67,NORTH ZONE 30 ltrs ( Cms) backpack(INVALID DATA_grey),₹599,3.7 out of 5 stars,(33),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NjMyMTkwNDIwNDU0MzM4OjE2NzUzNTE1OTE6c3BfbXRmOjIwMDgyMzk3MjEzODk4OjowOjo&url=%2FNORTH-ZONE-backpack-INVALID-DATA_grey%2Fdp%2FB0BH8S9QGH%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675351591%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1," KEY FEATURES - Black Colour Laptop Backpack for Men and Women for Stylish Office use as well as for Trendy College students. Huge compartment size that can fit upto a 15.6 inch Laptop with ease. Multiple pockets for other accessories.   
 Charging On the Go - Now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple Connect your Powerbank to the wire inside the Bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging. IMPORTANT NOTE: We do NOT provide Free Portable Charger with the Bag   
 Anti Theft Design - This backpack by Fur Jaden has anti theft design where zipper of the main pocket is hidden at the back. No thief, intruder or robber can find a way to open the backpack, making this totally theft proof. There are secret pockets on the shoulder strap and on the sides of the bag allowing us to keep travel documents, boarding pass, credit cards, mobile phone, earphones etc.   
 Essence of Fur Jaden - We craft signature Laptop Backpacks and Casual Backpacks that are young, vibrant and fashionable, and yet a celebration of timeless style, luxe and sophistication. We strive to make thoughtful designs that are high on aesthetics as well as on utility and functionality.; 100% Genuine NORTHZONE Men products, 10 days No Question asked replacement guarantee from the date of delivery   
 Age Range Description: Adult; Color Name: Grey; Lining Description: Polyester; Pattern Name: Solid; Material Type: Polyester   
",B0BH8S9QGH,Not Available
68,Red Lemon BANGE Titanium Multifunctional Hard Shell Waterproof Business Travel Laptop Backpack for Men and Women (Black),"₹4,599",4.5 out of 5 stars,(14),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NjMyMTkwNDIwNDU0MzM4OjE2NzUzNTE1OTE6c3BfbXRmOjIwMTEwMDY3NTc2OTk4OjowOjo&url=%2FRed-Lemon-Titanium-Multifunctional-Waterproof%2Fdp%2FB09ZYQH7C5%2Fref%3Dsr_1_12_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675351591%26sprefix%3Dba%252Caps%252C283%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1," ? PREMIUM MATERIAL: This multifunctional backpack is made of high quality water resistant and scratchproof material. Hard shell geometric design in front. Premium quality, durable, smooth pullers and sealed zippers.   
 ?ORGANIZED STORAGE: Well arranged spaced compartment with separate sleeves to carry a Laptop, Tablet, iPad. Spacious enough to store documents and office accesories, Clothings and short business trip necessities, mobile, passport, headphones,etc.   
 ? ANTI- THEFT DESIGN & TSA LOCK: A built-in TSA lock gives the backpack an added level of security. The lock can be opened by TSA as needed during the screening process thus helps deter thefts during travel.   
 ? COMFORT: Adjustable soft cushioned shoulder straps for better handling. Hidden cards slot on the straps for easy access. Sturdy elegant handle to feel comfortable and carry at ease.; ? SIZE : Weight of the bag is 1.2 Kg ; Dimensions: 30 cms x 8 cms x 47 cms (LxWxH).   
 Material Type: Polyester; Special Features: Locking; Style Name: Modern; Age Range Description: Adult; Lining Description: Polyester   
",B09ZYQH7C5,Encon Impex Pvt Ltd
69,Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel,₹889,4.3 out of 5 stars,"(5,318)",https://www.amazon.in/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1675351591&sprefix=ba%2Caps%2C283&sr=8-13," MATERIAL - We use Highest Quality of Artificial Leather which is Durable, Long Lasting and tested to ensure they don't peel off in just few months. The leather is also water resistant. Inner fabric lining ensured to have a soft touch feel. We use quality zips and accessories that have a long life.  
 Waterproof - With this unisex duffle bag, you can be rest assured that none of your belongings will be damaged by rain or accidental splashes. The interiors of this water-resistant travel duffle bag remain free from moisture even if you get caught in an unexpected shower.  
 Dimensions: 47 x 28 x 27 CM. Volume Capacity - 35 Litres. Huge Spacious Compartment  
 Design - This stylish yet utilitarian textured leatherette duffle bag can be used for corporate travel as well as to take to the gym. The Large Spacious Compartment is suitable for 3-4 days weekender or business trip, can be used as a carry-on flight bag as well.  
 Warranty - 100% Genuine Fur Jaden Men Bags, 10 days No Question asked replacement guarantee from the date of delivery. 6 Month Manufacturer and Seller Warranty against Manufacturing Defects  
",B07M9BRCQ5,Fur Jaden
70,"TRUE HUMAN® Emperor Anti-Theft backpack With USB charging Port and anti -theft back pocket Laptop bag ,office bag ,college bags,travel bag ( legend )",₹699,3.7 out of 5 stars,"(1,702)",https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1675351591&sprefix=ba%2Caps%2C283&sr=8-14," Superior & Durability: Made of durable and Eco-friendly water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different laptop brands.  
",B09QJ7ZF2Y,Not Available
71,Skybags Polypropylene 46 Cms Travel Bag(DFACN1BLU_Blue),₹564,4.0 out of 5 stars,(23),https://www.amazon.in/Skybags-Polypropylene-Cms-Travel-DFACN1BLU_Blue/dp/B0B6CH21F9/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1675351591&sprefix=ba%2Caps%2C283&sr=8-15," Spacious Main compartment  
 Soft Grip handles  
 Comfertable Shoulder Strap  
 Easy access front pocket  
 Stylish Design  
",B0B6CH21F9,"VIP Industries Ltd. DGP House, 5th Floor, 88C Old Prabhadevi Road, Mumbai 400025"
72,ADISA Light Weight Laptop Backpack 32 Ltrs,₹499,4.0 out of 5 stars,"(5,547)",https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1675351591&sprefix=ba%2Caps%2C283&sr=8-16," Adjustable Shoulder Handles / Two Bottle holders / Padded Handle / Reflector Logo  
 Dimensions : LxWxH- 31 x 18 x 47 cms  
 Laptop : 15.6 inches and below (Bigger than 15.6 not recommended)  
 No. of Compartments : 3 with full padding  
 NOT INCLUDED : NO RAIN COVER, Laptop, Headphones & Cable (Images only for display)  
",B07F3X45WZ,ADISA
73,DEIN KLEIDER Men's Nylon Messenger Bag,₹349,4.0 out of 5 stars,"(4,396)",https://www.amazon.in/Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1675351591&sprefix=ba%2Caps%2C283&sr=8-17," ERGONOMIC DESIGN: This ergonomic bag features zippered security pockets in the front, back and main compartment. The front pockets can be used to hold personal items like identification cards, keys and more while the extra pocket located in the back can be used for the storage of sleek items like mobile devices. The main storage pocket also has enough room to hold your gadgets, small water bottle cables, chargers etc. This bag can fit tablets and devices with screen sizes of up to 10.5.  
 WATER, DIRT & SLASH RESISTANT: This cross body bag by Dein Kleider is ideal for people who are adventurous and always on the go. Its padded storage is resistant to water, dirt and even a slash by sharp objects, so you dont have to worry about anything. This bag is durable and heavy duty, ensuring that your gadgets and valuables are safely stored.  
 CRAFTED IN INDIA: Dein Kleider cross body sling is crafted with perfection by professional Indian artisans in an elegant style that makes your presence truly class apart. Its an ideal companion for a comfortable all day carry to school/college, malls, morning walk, office and meetings. It can also be easily used as travel accessory for a train or bus journey.  
 Outer Material Type: Nylon  
",B084ZHP97M,Not Available
74,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,₹849,3.9 out of 5 stars,"(2,126)",https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1675351591&sprefix=ba%2Caps%2C283&sr=8-18," SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort   
 COMFORT WITH QUALITY: This Backpack has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. It also comes with a Rain cover so that you can travel during rainy season without any problem. This backpack be used by everyone be it men? , women? , boys , girls.   
 SMART & TRENDY LOOKS: This Large rucksack bag is smart, trendy and stylish in looks. The multipurpose rucksack bacpack looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack.   
 ENDURING & LONG LASTING: This trekking backpack bag is made up of highly durable material, which makes it suitable for all weather conditions including heavy rains and extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself.;Style Name: Casual; Pocket Description: Utility Pocket; Compartment Description: Up To 17 Inches; Age Range Description: Adult;Pattern Name: Solid   
 OTHER FEATURES: Rain Cover, 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc   
",B09VCLZ3K4,Amazing Bags
